date,coin_symbol,coin_name,coin_rank,market_cap,total_volume,rolling_vol_30d,log_return
2023-08-28,eth,Ethereum,2,199214693241.6577,2572900593.8254514,0.0165250671781569,0.0066767466289689
2023-08-29,eth,Ethereum,2,198642500829.7732,4779399186.377881,0.0164699031153311,-0.0022551950050377
2023-08-30,eth,Ethereum,2,207724452339.73703,15798207852.361956,0.0187641077590716,0.0455194417697537
2023-08-31,eth,Ethereum,2,205067943948.6809,7523425414.671642,0.0188949609598824,-0.0146028657367631
2023-09-01,eth,Ethereum,2,197803774139.33783,11279510278.983656,0.0197280672046985,-0.0357777844504321
2023-09-02,eth,Ethereum,2,196004320566.4386,9227778945.887491,0.0196000855694196,-0.0088990702125819
2023-09-03,eth,Ethereum,2,196740112479.6953,3262521603.9087152,0.0196409118076061,0.0034017191684556
2023-09-04,eth,Ethereum,2,196612298871.42145,4542394704.482584,0.0196505210546354,-0.0004640933622477
2023-09-05,eth,Ethereum,2,195725018396.24792,5906286578.073623,0.0196026569788726,-0.0029243448385347
2023-09-06,eth,Ethereum,2,196210323898.26404,6218544481.16628,0.0196272240907288,0.0015010290370325
2023-09-07,eth,Ethereum,2,196288430172.8556,7246472222.521928,0.0196257031079104,-0.0001069128053963
2023-09-08,eth,Ethereum,2,197814700367.66592,6834398037.677842,0.0193964448689822,0.0081743781179897
2023-09-09,eth,Ethereum,2,196733382406.69147,7077406725.09963,0.0193883947981748,-0.0060626788096866
2023-09-10,eth,Ethereum,2,196524550291.2688,2588492462.723674,0.0193945080498457,-0.001166878070486
2023-09-11,eth,Ethereum,2,194563248123.9965,6682429116.848482,0.0194225291165738,-0.0104306731009398
2023-09-12,eth,Ethereum,2,186283839916.62595,12284774715.493246,0.0206083503196023,-0.0426870337351665
2023-09-13,eth,Ethereum,2,191687080858.3302,11290460280.977287,0.0215528546707452,0.0286715802068284
2023-09-14,eth,Ethereum,2,193243620018.56183,7824745808.137917,0.0216429054914194,0.0079696622050162
2023-09-15,eth,Ethereum,2,195463813946.392,8399894536.861646,0.0218220161159708,0.011563915604694
2023-09-16,eth,Ethereum,2,197321595722.872,6794504241.698757,0.0219272720871377,0.0094839498302201
2023-09-17,eth,Ethereum,2,196489101206.889,4301244951.269605,0.0169940008575825,-0.0045873461708172
2023-09-18,eth,Ethereum,2,194894815433.2932,4510503165.419271,0.0169673858797078,-0.0073328418759199
2023-09-19,eth,Ethereum,2,196866517080.99243,9941458718.149675,0.0170223233478436,0.0086869766571453
2023-09-20,eth,Ethereum,2,197579394306.666,7059055142.620994,0.0169727164788406,0.0043067701513059
2023-09-21,eth,Ethereum,2,195238284476.48944,8720556237.90573,0.0170640094664393,-0.0135768654103598
2023-09-22,eth,Ethereum,2,190533550315.61185,8689409317.938787,0.0172424300621565,-0.0235296384495189
2023-09-23,eth,Ethereum,2,191671036661.16183,5032536233.345791,0.0165031624220245,0.0060717925141045
2023-09-24,eth,Ethereum,2,191463785607.09103,2737157669.674098,0.0163810202589146,-0.0001821217289723
2023-09-25,eth,Ethereum,2,190012572341.59976,4019151198.2509913,0.0164239601945449,-0.0080047998871304
2023-09-26,eth,Ethereum,2,190754565038.93527,5882822941.20384,0.0164559136442294,0.0050448308648149
2023-09-27,eth,Ethereum,2,191614654068.4459,4739690827.753225,0.0164049004964165,0.0025243622724229
2023-09-28,eth,Ethereum,2,192175393181.7551,5727217120.031466,0.0164234489088369,0.003091434861032
2023-09-29,eth,Ethereum,2,198707180238.3852,13122144914.120922,0.0153750552969966,0.0337177211740549
2023-09-30,eth,Ethereum,2,200591326138.499,11095088769.99322,0.0152986409813971,0.0095130663911158
2023-10-01,eth,Ethereum,2,200867042112.70465,5460542606.6502695,0.013794890506145,0.0018030061670479
2023-10-02,eth,Ethereum,2,208616290407.59848,8645520966.513845,0.0151815761407862,0.0369043086646856
2023-10-03,eth,Ethereum,2,200172602294.2138,14431074410.00186,0.0170338834301013,-0.0403348026169085
2023-10-04,eth,Ethereum,2,199352909263.55,7250285380.42555,0.017068100455338,-0.0053916473794197
2023-10-05,eth,Ethereum,2,198232748756.17667,8175156481.925116,0.0170854762498356,-0.0049197210576537
2023-10-06,eth,Ethereum,2,193905617404.47992,8787267282.127947,0.0175459654713676,-0.0215871316417164
2023-10-07,eth,Ethereum,2,197904394911.01013,8345308634.790774,0.0179566756709095,0.0204944480747961
2023-10-08,eth,Ethereum,2,196552291634.25327,3685199369.829911,0.017938806203738,-0.0068935996774364
2023-10-09,eth,Ethereum,2,196420396270.57187,5142739595.525261,0.0179051587315922,-0.0005268399550351
2023-10-10,eth,Ethereum,2,190023356509.71805,10498003428.26044,0.0189271424953611,-0.033629291756684
2023-10-11,eth,Ethereum,2,188607402750.23563,8495369532.839566,0.0188921512925222,-0.0080820039445415
2023-10-12,eth,Ethereum,2,188207961818.06888,8015939736.17274,0.0171813257432404,-0.0016230652244324
2023-10-13,eth,Ethereum,2,184921581767.45752,9246820572.20174,0.0166341762456444,-0.0181216136812301
2023-10-14,eth,Ethereum,2,186499171781.44952,7362297687.284468,0.0166584682527776,0.0091678609885361
2023-10-15,eth,Ethereum,2,187282206956.7056,3481897793.4944234,0.0165038843194123,0.0028903584260735
2023-10-16,eth,Ethereum,2,187396158882.85187,4201310278.827138,0.0163846757803093,0.0014805275204716
2023-10-17,eth,Ethereum,2,192317986892.3589,14887178566.969343,0.0172207647030006,0.0275240399516363
2023-10-18,eth,Ethereum,2,188245637231.07703,7529155375.240333,0.0176548757004728,-0.0228489139398666
2023-10-19,eth,Ethereum,2,188182177984.6937,7161437899.834143,0.0175566082789121,-0.0006323802425036
2023-10-20,eth,Ethereum,2,188300682203.6159,8131899029.010305,0.0175410919051584,0.0027476923968574
2023-10-21,eth,Ethereum,2,192964601205.1603,10739505720.057476,0.0179174409184361,0.022404508392765
2023-10-22,eth,Ethereum,2,195866648537.69147,6818675335.582143,0.0175972489220761,0.0157033728189706
2023-10-23,eth,Ethereum,2,197491207720.22275,8470836764.501468,0.0179706142705857,0.0214194843487574
2023-10-24,eth,Ethereum,2,212527885674.17044,23272549997.825783,0.0207670563275828,0.0585439892238621
2023-10-25,eth,Ethereum,2,214740097898.5592,28137390855.35382,0.020698623441346,0.0111802621691881
2023-10-26,eth,Ethereum,2,214935538924.01108,15647597829.544785,0.020708092001936,0.0004379082251091
2023-10-27,eth,Ethereum,2,216879040348.27588,19864145386.364857,0.0207396217536487,0.0103667153150972
2023-10-28,eth,Ethereum,2,214351226094.45343,12329788100.96478,0.0209794151112216,-0.0131623210202089
2023-10-29,eth,Ethereum,2,213698048381.15945,5385051173.590621,0.0202147236460307,-0.0023710644533174
2023-10-30,eth,Ethereum,2,215950565096.1834,6733870972.011415,0.0202532417259556,0.0122042258346954
2023-10-31,eth,Ethereum,2,217544224998.03268,12283936341.05182,0.020264884946849,0.006360613941104
2023-11-01,eth,Ethereum,2,218052557576.0985,10712345068.7021,0.0192101722240653,0.0039509006426357
2023-11-02,eth,Ethereum,2,222024443887.9004,18025272109.67057,0.0176701429535354,0.0162038868935825
2023-11-03,eth,Ethereum,2,216775540617.1553,15441869609.99988,0.0183570598919927,-0.0249918051650341
2023-11-04,eth,Ethereum,2,220418913057.4458,12992122083.558926,0.0185097593205565,0.0183032028715359
2023-11-05,eth,Ethereum,2,223507407757.9744,8686638673.41189,0.0179368031047525,0.0115358880585105
2023-11-06,eth,Ethereum,2,227772620755.0978,12950158459.808771,0.0179710279860517,0.0215841199963673
2023-11-07,eth,Ethereum,2,228021051988.9896,12499005108.482542,0.0178501245538683,0.0013599629440399
2023-11-08,eth,Ethereum,2,226838264619.0261,16015418080.253284,0.0179344150544242,-0.0059183460132903
2023-11-09,eth,Ethereum,2,227339109898.11093,11363875212.379084,0.0164156779344161,0.0022104642458513
2023-11-10,eth,Ethereum,2,255606798758.6788,43401498655.145584,0.0260333050318895,0.1181031326269819
2023-11-11,eth,Ethereum,2,250188481452.5124,25647329729.074715,0.0266809383821767,-0.0236524278813607
2023-11-12,eth,Ethereum,2,246828307403.7689,14070951950.662403,0.0265001170708336,-0.0125170226656585
2023-11-13,eth,Ethereum,2,246086372437.43423,9202824690.86152,0.0266066877070264,-0.0033702732423277
2023-11-14,eth,Ethereum,2,248110456054.52948,21731324925.731487,0.0265833562116608,0.0070353896740869
2023-11-15,eth,Ethereum,2,238322049371.8137,21308023194.014256,0.0280234560757818,-0.0396074880526589
2023-11-16,eth,Ethereum,2,247252247163.20584,22504704552.247604,0.0284184627829226,0.0401424861603434
2023-11-17,eth,Ethereum,2,235765269163.39795,23688548271.260708,0.0298062967521625,-0.0494109809299549
2023-11-18,eth,Ethereum,2,235552986140.5357,21074972017.71192,0.0298308689632842,-0.0029225620813209
2023-11-19,eth,Ethereum,2,236086751710.8589,13274234821.204763,0.0298289191461379,0.0031196264872583
2023-11-20,eth,Ethereum,2,242034207822.1622,11281190664.855837,0.0298657450873831,0.0244094237968486
2023-11-21,eth,Ethereum,2,243006229904.0305,16799253254.276203,0.0298275072568468,0.0055839416002578
2023-11-22,eth,Ethereum,2,233744228838.17505,20758981846.62923,0.0309760474845531,-0.0413618338732897
2023-11-23,eth,Ethereum,2,248555178589.6872,25168416335.34777,0.0312295135048096,0.0626687958155178
2023-11-24,eth,Ethereum,2,247876188093.7795,13614279337.488348,0.0312342710295102,-0.0017789257511076
2023-11-25,eth,Ethereum,2,250091072371.2108,20665503027.73338,0.0312318657632791,0.008970208146759
2023-11-26,eth,Ethereum,2,250789193104.9349,6530490765.972065,0.0312199917587243,0.0021961402691621
2023-11-27,eth,Ethereum,2,248377596959.2049,12075707002.739227,0.0311673009495917,-0.0102916435811728
2023-11-28,eth,Ethereum,2,243720423942.89383,19226881871.14826,0.0313906915535699,-0.0166457631642931
2023-11-29,eth,Ethereum,2,246262800348.0733,16424574534.70982,0.0313692981468925,0.0090889865951107
2023-11-30,eth,Ethereum,2,244001473817.2662,13099062740.857197,0.0314922345390802,-0.0110925574775926
2023-12-01,eth,Ethereum,2,246848217845.1464,11625915810.90232,0.0315341717141754,0.0126638904338411
2023-12-02,eth,Ethereum,2,250640652575.9316,19913080652.27421,0.031536987777429,0.0164140952307816
2023-12-03,eth,Ethereum,2,260240551667.01883,14460351398.390474,0.0316137849142622,0.037447484339693
2023-12-04,eth,Ethereum,2,263980793708.9081,13166580462.9591,0.0315488968867618,0.0116650304418781
2023-12-05,eth,Ethereum,2,269584983992.8464,30345337042.00411,0.0316989775889508,0.0235741381204546
2023-12-06,eth,Ethereum,2,275703016277.70374,28729334531.59492,0.0317153479913339,0.0225413943629932
2023-12-07,eth,Ethereum,2,268795534917.09488,21223942410.36482,0.0323017949368356,-0.0274290618713637
2023-12-08,eth,Ethereum,2,283213143190.7205,25387351572.19284,0.03338146951888,0.0533709246175053
2023-12-09,eth,Ethereum,2,283054038646.35785,20568283522.94774,0.0333808173557799,0.0023342409524538
2023-12-10,eth,Ethereum,2,281067496144.66614,15387242081.073635,0.0261031154558576,-0.0080054583186068
2023-12-11,eth,Ethereum,2,282723216106.4694,10817893038.042538,0.025606998011129,0.0046988559045297
2023-12-12,eth,Ethereum,2,267009290987.55844,18600214563.342213,0.0277786664460038,-0.0567442336282315
2023-12-13,eth,Ethereum,2,264706953102.87967,11775411206.200735,0.0278537200854145,-0.0099547338917593
2023-12-14,eth,Ethereum,2,271717710927.8944,17312498671.815353,0.0282083093558387,0.0271461205492125
2023-12-15,eth,Ethereum,2,278468385078.2856,18515638424.0283,0.0272801333239192,0.0247187893724349
2023-12-16,eth,Ethereum,2,267126085639.7962,15188397489.44516,0.0278288821179945,-0.0429885460580665
2023-12-17,eth,Ethereum,2,267401843617.0704,8454757543.524233,0.0260472635341146,0.0035903951358564
2023-12-18,eth,Ethereum,2,264433892856.22263,8867828029.60357,0.0262033983447475,-0.0128274943434165
2023-12-19,eth,Ethereum,2,266320508900.2563,14071140889.309969,0.0262128773692106,0.0078746082903613
2023-12-20,eth,Ethereum,2,261622480885.4028,15258004716.30936,0.0262280247412761,-0.0182488968791973
2023-12-21,eth,Ethereum,2,264119934496.6169,19155737312.5646,0.0262562346223218,0.0098655452788065
2023-12-22,eth,Ethereum,2,268661930922.998,19466743544.995804,0.0250055455557359,0.0170326067974402
2023-12-23,eth,Ethereum,2,279870641392.9921,23783915985.97625,0.0234819103132211,0.0398287590524768
2023-12-24,eth,Ethereum,2,278079278701.17706,9758407679.07541,0.0235442791141285,-0.0069397793234173
2023-12-25,eth,Ethereum,2,272522653481.91705,12635088285.645493,0.0239200258163427,-0.0201256179078104
2023-12-26,eth,Ethereum,2,273465660867.21103,11373112598.880953,0.0239204223344561,0.003843294081812
2023-12-27,eth,Ethereum,2,268089393468.3512,15654849177.200323,0.0241371482895591,-0.0189844059754795
2023-12-28,eth,Ethereum,2,285529301721.8697,25167308054.85203,0.026263696218735,0.0633485325915756
2023-12-29,eth,Ethereum,2,282759891474.44507,21940267876.989635,0.0264694287678266,-0.0133463765407757
2023-12-30,eth,Ethereum,2,275996795853.5979,18135119123.505463,0.0266899018590417,-0.0196934672775697
2023-12-31,eth,Ethereum,2,275712397143.1602,13896242967.902512,0.026666177771994,-0.0022561382395966
2024-01-01,eth,Ethereum,2,274292310008.218,6715146404.608721,0.0266158551208473,-0.0062973974414415
2024-01-02,eth,Ethereum,2,282101525979.4972,9173151405.888998,0.0263261623274056,0.030276944432086
2024-01-03,eth,Ethereum,2,282763246110.9591,20590257636.09842,0.026274926515593,0.0045664571109824
2024-01-04,eth,Ethereum,2,265547288684.8233,34451776444.05685,0.0287264309901984,-0.0654708091338713
2024-01-05,eth,Ethereum,2,273109328387.3609,18341104523.019344,0.0288507121982057,0.0266881672247372
2024-01-06,eth,Ethereum,2,271936377917.22253,18739484389.94619,0.0283964859941931,-0.0017145656804684
2024-01-07,eth,Ethereum,2,269489631471.8874,8619189687.821476,0.0266473513072702,-0.0113456482992395
2024-01-08,eth,Ethereum,2,266240104433.8105,10135753412.671106,0.0266748303732171,-0.009574650266332
2024-01-09,eth,Ethereum,2,280315688401.5355,26223624729.10309,0.0282207543875233,0.0490051369632764
2024-01-10,eth,Ethereum,2,281144258787.4874,21533561122.854744,0.0282172543408743,0.0040661981327296
2024-01-11,eth,Ethereum,2,310821894359.1542,44008144956.97653,0.0317327330947216,0.1005357367887427
2024-01-12,eth,Ethereum,2,315246203688.67664,40605826834.77032,0.0316227216200709,0.0113541207497025
2024-01-13,eth,Ethereum,2,302053601477.7291,46082131081.854485,0.0322691440956336,-0.0364929629218133
2024-01-14,eth,Ethereum,2,309464480794.1958,23318906536.949352,0.032177325594193,0.0201648959064968
2024-01-15,eth,Ethereum,2,298600912656.6915,16820089427.876768,0.0319761862726438,-0.0387820379728127
2024-01-16,eth,Ethereum,2,302747945005.6386,13348139613.156063,0.0320427417726217,0.0149734720124001
2024-01-17,eth,Ethereum,2,311194334965.7176,18488915209.86314,0.0321944236547108,0.0290580753867102
2024-01-18,eth,Ethereum,2,303773198603.9342,17068418335.9985,0.0326312719078045,-0.0238995742660552
2024-01-19,eth,Ethereum,2,296559270703.1602,15098459635.774988,0.03279794446135,-0.0244223450603184
2024-01-20,eth,Ethereum,2,299282759814.2279,13514569417.235489,0.0327931117037431,0.0089931307182027
2024-01-21,eth,Ethereum,2,296860256191.2496,4996301224.731121,0.0327700762178651,-0.0078044393145031
2024-01-22,eth,Ethereum,2,295225509771.24744,4334792607.360363,0.0320721130228685,-0.0062349570300428
2024-01-23,eth,Ethereum,2,277803770131.5404,15106296459.023476,0.0340927718704782,-0.0618875233353124
2024-01-24,eth,Ethereum,2,269197026588.32983,17683786156.38525,0.0343067496471379,-0.0288595905883433
2024-01-25,eth,Ethereum,2,268773564276.82663,10625253854.769924,0.0342992959127631,-0.0023236591905959
2024-01-26,eth,Ethereum,2,266831912453.9965,9966399827.608324,0.0341515575412879,-0.0076855970412745
2024-01-27,eth,Ethereum,2,272427889718.4817,10737037817.034204,0.0322817052894603,0.0219486880826336
2024-01-28,eth,Ethereum,2,272538684736.3818,4896940248.153276,0.032204978736148,-0.0004244773033228
2024-01-29,eth,Ethereum,2,271358148811.4852,6994793950.05812,0.0320230246467715,-0.0047971263235266
2024-01-30,eth,Ethereum,2,278333996261.6204,8669925102.933998,0.0323645180587129,0.0251739795330045
2024-01-31,eth,Ethereum,2,281132447253.58405,11126446197.799234,0.0324159965852101,0.0126248604817655
2024-02-01,eth,Ethereum,2,274484617898.52283,11853310774.419683,0.0323029418544165,-0.0265943274126927
2024-02-02,eth,Ethereum,2,276594158634.78186,9678169139.51159,0.0323331655293924,0.0083990437493373
2024-02-03,eth,Ethereum,2,277280144884.45764,7666446064.332116,0.0299413853195637,0.002471465233703
2024-02-04,eth,Ethereum,2,275659236415.4575,4685406125.507428,0.029579420230778,-0.0055265947534701
2024-02-05,eth,Ethereum,2,275036393714.7881,5694619446.57298,0.0295802076450187,-0.0020203424711064
2024-02-06,eth,Ethereum,2,276235426059.15094,7987582984.021008,0.029502899039824,0.0037419408699923
2024-02-07,eth,Ethereum,2,285135262492.3447,10525807971.402328,0.0299601698018651,0.0317235506729476
2024-02-08,eth,Ethereum,2,291577099200.45905,10632263734.878746,0.0288778276676829,0.0213949950769132
2024-02-09,eth,Ethereum,2,291262614487.10425,11000404082.586426,0.0288766408473584,-0.0012815078449239
2024-02-10,eth,Ethereum,2,299195541764.75714,15268873489.395958,0.0225922743621072,0.0272515521884049
2024-02-11,eth,Ethereum,2,300386801746.0373,6350552320.643601,0.0224956540478755,0.0046683406020768
2024-02-12,eth,Ethereum,2,300920593632.2626,7498249910.857773,0.0215108249439245,0.0022318112204304
2024-02-13,eth,Ethereum,2,318954602301.2163,15004272817.756506,0.0238472208206374,0.0592509554232272
2024-02-14,eth,Ethereum,2,317202178157.9689,20206467469.25591,0.0226845352401781,-0.0062097484905949
2024-02-15,eth,Ethereum,2,334517950729.3397,23414613028.17406,0.0243001932347072,0.0512244792820215
2024-02-16,eth,Ethereum,2,339786694521.5841,25584981558.624416,0.0239488148022776,0.0165678446987547
2024-02-17,eth,Ethereum,2,337473828365.6669,16920199808.88798,0.0234890410053679,-0.0069042183840339
2024-02-18,eth,Ethereum,2,335189522076.6866,18359069390.21388,0.0229805689071304,-0.0067228972480641
2024-02-19,eth,Ethereum,2,345342293610.9262,24082010034.68869,0.0234696918194893,0.0305078282417916
2024-02-20,eth,Ethereum,2,353799552082.8669,16450190201.022863,0.0235894012367832,0.0236414959181612
2024-02-21,eth,Ethereum,2,362259530911.22736,22509955315.75328,0.0237028710617955,0.0240702734235505
2024-02-22,eth,Ethereum,2,358396919523.1304,20964306604.965725,0.02023438479677,-0.0128017772230277
2024-02-23,eth,Ethereum,2,357231363983.11096,20347103477.61334,0.0190665105884588,-0.0009915392017951
2024-02-24,eth,Ethereum,2,351923786349.8605,14754511206.054205,0.0195248683331588,-0.0162180801445561
2024-02-25,eth,Ethereum,2,358958857165.6327,11389585546.195946,0.0193831534612363,0.0209764687761486
2024-02-26,eth,Ethereum,2,374096903874.8583,15776617346.687586,0.0200906694794021,0.0410075607660989
2024-02-27,eth,Ethereum,2,381265474877.3842,20165329047.545666,0.0200399382455925,0.0191579844471192
2024-02-28,eth,Ethereum,2,389432101336.1533,23696521431.11392,0.0198878586057762,0.0213290956929181
2024-02-29,eth,Ethereum,2,404949329424.75433,36665804472.19711,0.0204934919061047,0.0419084157788525
2024-03-01,eth,Ethereum,2,403025040377.09424,31202875938.14032,0.0209001596379747,-0.0098428410139117
2024-03-02,eth,Ethereum,2,413003335539.6049,18691101659.270218,0.0197101904484181,0.0248002204113362
2024-03-03,eth,Ethereum,2,411127183431.9037,13440796396.989847,0.0199190796204821,-0.0028772598606678
2024-03-04,eth,Ethereum,2,418233465071.6696,15521857774.32606,0.0198391495249551,0.0189028641158657
2024-03-05,eth,Ethereum,2,436264151585.7691,30343202732.344658,0.0201102538732858,0.0413230439948648
2024-03-06,eth,Ethereum,2,430091528234.3316,48669816283.38956,0.020610783689661,-0.0146281181966028
2024-03-07,eth,Ethereum,2,458288266056.3264,39700333919.05692,0.0224272269571876,0.0650781077094251
2024-03-08,eth,Ethereum,2,464203366204.0903,25205795146.622765,0.0222813320514889,0.0102899939949629
2024-03-09,eth,Ethereum,2,467263068859.23145,27874421858.85126,0.022306476165988,0.0081781963968694
2024-03-10,eth,Ethereum,2,470299637817.7936,12069974984.534365,0.0221573915486353,0.0057434969785727
2024-03-11,eth,Ethereum,2,466687383451.4314,17287014475.12306,0.0224508078181299,-0.0073218833266572
2024-03-12,eth,Ethereum,2,488931556413.2426,32017734619.898235,0.0230639515039679,0.0460320507290283
2024-03-13,eth,Ethereum,2,477282030875.5,29816123516.352203,0.0240239281988913,-0.0228398532447062
2024-03-14,eth,Ethereum,2,480989408310.4244,24518272534.97694,0.0225847167180629,0.0073188823412344
2024-03-15,eth,Ethereum,2,465517630856.3542,27637220056.20402,0.0238697053446381,-0.0326831596422483
2024-03-16,eth,Ethereum,2,449221029692.6131,38514576896.82427,0.0243979060587537,-0.0369345999224055
2024-03-17,eth,Ethereum,2,422006707853.2583,20314832749.48201,0.0276393445387405,-0.0618343813463244
2024-03-18,eth,Ethereum,2,437397993876.3647,22282396647.17685,0.0279914243578056,0.0360661721525392
2024-03-19,eth,Ethereum,2,423582810891.4091,24255010456.17668,0.0288749649307663,-0.0327505509335495
2024-03-20,eth,Ethereum,2,381561860658.1416,37133280150.8351,0.0352317809740873,-0.1059942642403548
2024-03-21,eth,Ethereum,2,422699933046.073,42295137774.34776,0.0395390609656346,0.1030957065426427
2024-03-22,eth,Ethereum,2,419250201097.8779,24617005638.07842,0.0394474782776322,-0.0063511743215993
2024-03-23,eth,Ethereum,2,398004903397.5174,22143063329.60288,0.0405934990869996,-0.0500489165923099
2024-03-24,eth,Ethereum,2,402787267255.3501,13554704159.635406,0.0405955448583478,0.0091309099665437
2024-03-25,eth,Ethereum,2,415227254119.21,12747604656.722906,0.0406713088705852,0.0296412235354903
2024-03-26,eth,Ethereum,2,429834400084.3752,19900586068.611336,0.0410149582169496,0.0381250451789814
2024-03-27,eth,Ethereum,2,430639202176.3594,20094722140.101074,0.0404883544162494,0.0008510050296841
2024-03-28,eth,Ethereum,2,419542828392.9917,20203376602.227142,0.0407329457026094,-0.0243307057578103
2024-03-29,eth,Ethereum,2,427723174069.2191,17254415551.733036,0.0406587298418086,0.0155812518838107
2024-03-30,eth,Ethereum,2,422181197071.7956,13632549894.688292,0.0400780409947659,-0.0124827008492669
2024-03-31,eth,Ethereum,2,420903294887.9552,10414010868.767834,0.0400296484358423,-0.0024019640998762
2024-04-01,eth,Ethereum,2,437709753307.89496,10412761139.068478,0.0403756954318478,0.0383432690268428
2024-04-02,eth,Ethereum,2,421860021837.67065,17482844811.257694,0.041031952141655,-0.0381759167380213
2024-04-03,eth,Ethereum,2,393781420276.9656,23868370966.89369,0.0427883040053323,-0.0688289860076487
2024-04-04,eth,Ethereum,2,398415781571.0026,16747190219.448904,0.0421001087529242,0.0126774716728643
2024-04-05,eth,Ethereum,2,399925086690.5432,14937774084.622332,0.0420642888899344,0.0046345122622355
2024-04-06,eth,Ethereum,2,399471237820.5192,16263669860.819763,0.0400873544481965,-0.0035500904200205
2024-04-07,eth,Ethereum,2,403433979836.3418,8771021395.59551,0.0401213533050842,0.0127359348939073
2024-04-08,eth,Ethereum,2,414896585077.9774,9023927898.393978,0.0404629690316946,0.0265841838038518
2024-04-09,eth,Ethereum,2,443574943819.1214,17999535003.639297,0.0425054879745097,0.0676756261729529
2024-04-10,eth,Ethereum,2,421250062703.5877,18894649449.12416,0.0435207550329056,-0.0532390305116319
2024-04-11,eth,Ethereum,2,425100745638.6984,18116500905.294914,0.0425980365220846,0.0102534842009234
2024-04-12,eth,Ethereum,2,421184318805.19366,14665003517.99341,0.0424685032136946,-0.00884882459885
2024-04-13,eth,Ethereum,2,389342347417.11646,20300936214.359665,0.0444770020590141,-0.0779413651388054
2024-04-14,eth,Ethereum,2,363676686678.5162,30855880984.66004,0.0457868525155933,-0.0713488258871244
2024-04-15,eth,Ethereum,2,379419782687.94165,26426482425.143723,0.0464197886438117,0.0439179951102577
2024-04-16,eth,Ethereum,2,372249695864.1781,23408068977.225063,0.0452656335038324,-0.0180526273134926
2024-04-17,eth,Ethereum,2,370234131392.0656,19716139064.53935,0.0446232396719102,-0.0056540208166477
2024-04-18,eth,Ethereum,2,358157898515.81726,18555883608.901867,0.044635570250773,-0.0333314463721325
2024-04-19,eth,Ethereum,2,368394773234.49,15776619346.387112,0.0407592879053839,0.0272180458412787
2024-04-20,eth,Ethereum,2,368924952677.7875,21398170387.2802,0.0357013950424596,0.000251515373943
2024-04-21,eth,Ethereum,2,378601475454.5042,9245604715.543312,0.036184531386728,0.0278276872874965
2024-04-22,eth,Ethereum,2,377835271557.1954,9264213264.253492,0.0350967637934372,-0.0016045369999044
2024-04-23,eth,Ethereum,2,384466906716.16833,12101339610.34102,0.0352031338052579,0.0165854137186087
2024-04-24,eth,Ethereum,2,392775107740.5133,11111254140.889095,0.0347419668528719,0.005981780034169
2024-04-25,eth,Ethereum,2,383068563917.3423,14931662515.529316,0.0341163280673617,-0.0252154487846443
2024-04-26,eth,Ethereum,2,385360500023.0152,14827151368.90256,0.0341566331697758,0.0059732278165327
2024-04-27,eth,Ethereum,2,381832436730.7926,11150981612.611172,0.0339572945685403,-0.0083320364981229
2024-04-28,eth,Ethereum,2,397162781507.14,12739849720.355131,0.034721426121353,0.0400114629241468
2024-04-29,eth,Ethereum,2,398637824441.876,10786187404.455635,0.034678146182717,7.706424510622867e-05
2024-04-30,eth,Ethereum,2,392350038771.6116,15480798749.513744,0.0347430297742214,-0.0141553551618898
2024-05-01,eth,Ethereum,2,368786372970.944,19251155949.751816,0.0354916115760023,-0.062643035622754
2024-05-02,eth,Ethereum,2,364276973974.7534,22064350438.40904,0.035015164402072,-0.0141660348310903
2024-05-03,eth,Ethereum,2,358796765165.93835,14175880226.413488,0.0329361006673035,0.0041774397232927
2024-05-04,eth,Ethereum,2,373187731785.7064,13929437694.673723,0.0336411104212133,0.037307968187811
2024-05-05,eth,Ethereum,2,374188248701.176,8430889402.258022,0.0336377576680694,0.0041408029849279
2024-05-06,eth,Ethereum,2,376477227799.9195,8027546635.921553,0.0336778190435247,0.0068948363944585
2024-05-07,eth,Ethereum,2,368312963227.33984,13196102657.36935,0.0337786871847045,-0.0232172266916208
2024-05-08,eth,Ethereum,2,362686607634.315,11727252097.462042,0.033383993727418,-0.0162614284194138
2024-05-09,eth,Ethereum,2,357038251698.12964,10555086522.407984,0.030492673482263,-0.0131644528679046
2024-05-10,eth,Ethereum,2,364426702625.022,10961137747.243967,0.0296240664893581,0.0208244945893856
2024-05-11,eth,Ethereum,2,349622946794.7746,12185177562.18238,0.0302791200517409,-0.0429245851811925
2024-05-12,eth,Ethereum,2,349391330491.6799,6479337783.261837,0.0302948124359068,-0.0005848152753316
2024-05-13,eth,Ethereum,2,352120009302.884,5237992152.442184,0.0271802694066323,0.00764618797895
2024-05-14,eth,Ethereum,2,354155572145.7024,13930280821.074911,0.0239915618546249,0.0057802554084531
2024-05-15,eth,Ethereum,2,346305956691.41315,11258734172.441973,0.0227624524011684,-0.0228161970236788
2024-05-16,eth,Ethereum,2,365225903815.16327,13809709402.13564,0.0246858043646049,0.0520477528518794
2024-05-17,eth,Ethereum,2,353501038738.847,11039599517.596855,0.0252805417961245,-0.0308331909655148
2024-05-18,eth,Ethereum,2,371220670629.6318,13846325669.567375,0.0262594278303894,0.0504816665705618
2024-05-19,eth,Ethereum,2,375206332441.6955,8357435200.282594,0.0258339219438412,0.007899132652648
2024-05-20,eth,Ethereum,2,368598090418.054,6983633593.912785,0.0260091381859186,-0.015900193979137
