date,coin_symbol,coin_name,coin_rank,token_group,outcome_realized_vol_30d,driver_sec_event_indicator,control_market_cap,control_total_volume,control_btc_corr_30d
2022-01-16,btc,Bitcoin,1,defi,0.024828856245442375,0,816800318526.6782,14651008624.734596,1
2022-01-16,doge,Dogecoin,9,defi,0.035775632627808175,0,24545157843.31185,1719975696.358339,0.648258371336
2022-01-16,eth,Ethereum,2,defi,0.030409757453423718,0,396899234936.6389,8659658467.059889,0.846489290169
2022-01-16,sol,Solana,7,defi,0.04200695400719916,0,46337099650.87288,1003160676.7114656,0.869069703798
2022-01-16,trx,TRON,8,defi,0.02885887444138189,0,6981792569.351243,649753583.083913,0.787953695629
2022-01-16,usdc,USDC,6,stablecoin,0.0021814504650966584,0,45237354153.388405,1803390799.4295373,0.049776070568
2022-01-16,usdt,Tether,3,stablecoin,0.0025084142764547506,0,78324639022.77094,36607366340.40375,0.129602576505
2022-01-16,xrp,XRP,4,defi,0.03699383596645176,0,37238112155.95848,1749569966.297465,0.772217604331
2022-01-17,bnb,BNB,5,centralized_exchange,0.03288373587528003,0,83904334598.77933,1332107668.7120554,0.754367342244
2022-01-17,btc,Bitcoin,1,defi,0.024346888162352778,0,816325578941.135,14452346388.550371,1
2022-01-17,doge,Dogecoin,9,defi,0.03625571887578815,0,23590498626.483257,1052464222.8560376,0.622910250552
2022-01-17,eth,Ethereum,2,defi,0.030354586984859256,0,400232172277.67896,9002833937.226437,0.845200280584
2022-01-17,sol,Solana,7,defi,0.04202995423552884,0,46450557289.26664,1064526626.2870606,0.885981201638
2022-01-17,trx,TRON,8,defi,0.026758115713649316,0,7120209501.752694,701916185.4339432,0.77991233666
2022-01-17,usdc,USDC,6,stablecoin,0.0021792106973152568,0,45430902660.27327,1874320325.275839,0.0395273332116
2022-01-17,usdt,Tether,3,stablecoin,0.002501661786155169,0,78423364533.0672,37225946173.96483,0.116143212722
2022-01-17,xrp,XRP,4,defi,0.036959221149226416,0,37152076627.061,1714842895.978317,0.779006744473
2022-01-18,bnb,BNB,5,centralized_exchange,0.033596826129556105,0,80113395111.70406,1711972220.788772,0.753084270349
2022-01-18,btc,Bitcoin,1,defi,0.02433756116069296,0,800822650383.9624,17694929625.845875,1
2022-01-18,doge,Dogecoin,9,defi,0.03675264266564032,0,22747552403.351643,1063970348.6869844,0.627177114327
2022-01-18,eth,Ethereum,2,defi,0.03072148069251283,0,383428420242.12994,11938682376.103683,0.842717569343
2022-01-18,sol,Solana,7,defi,0.04203552117476266,0,44032309573.9257,1342939698.2979736,0.885644573583
2022-01-18,trx,TRON,8,defi,0.026869633172045687,0,7219174836.066005,1041494870.396601,0.750034168735
2022-01-18,usdc,USDC,6,stablecoin,0.002230211319705243,0,45637274266.762535,2613724712.635113,0.00415292184124
2022-01-18,usdt,Tether,3,stablecoin,0.002507905451952217,0,78444685549.6485,45484203025.2366,0.0862528180083
2022-01-18,xrp,XRP,4,defi,0.03647237404375849,0,36467550909.227,2106153055.4637177,0.77690193321
2022-01-19,bnb,BNB,5,centralized_exchange,0.03358585673636124,0,79371321638.67601,1663280879.8601737,0.751189957005
2022-01-19,btc,Bitcoin,1,defi,0.02436047623118976,0,803962100417.9756,18897950050.285973,1
2022-01-19,doge,Dogecoin,9,defi,0.03725230761925621,0,21963345668.81337,942911903.5927486,0.610443664218
2022-01-19,eth,Ethereum,2,defi,0.03075986023889542,0,377918294939.4783,12700158860.46528,0.838607872905
2022-01-19,sol,Solana,7,defi,0.04216654646541363,0,44575080930.62185,1327500384.0270393,0.885803043489
2022-01-19,trx,TRON,8,defi,0.027384873052237444,0,6985859656.395757,969230487.073086,0.726642829611
2022-01-19,usdc,USDC,6,stablecoin,0.002268744212001024,0,45764592269.25616,2792464327.958715,-0.00612146606133
2022-01-19,usdt,Tether,3,stablecoin,0.0025273193509318,0,78383467334.16917,46772567826.102325,0.0786146277178
2022-01-19,xrp,XRP,4,defi,0.0364990123638302,0,35928632965.60265,2140369166.810042,0.772768675867
2022-01-20,bnb,BNB,5,centralized_exchange,0.03365258394261206,0,78467831653.85156,1446235304.9100647,0.755902933061
2022-01-20,btc,Bitcoin,1,defi,0.024382545397768945,0,790507925308.7825,19626113309.554146,1
2022-01-20,doge,Dogecoin,9,defi,0.03735536642667458,0,21552882773.990726,842874979.8602545,0.618520756133
2022-01-20,eth,Ethereum,2,defi,0.030781160868555153,0,371296193085.122,12762451059.939083,0.838865136128
2022-01-20,sol,Solana,7,defi,0.04245707589073201,0,42848572759.496826,1310094891.479366,0.900676895678
2022-01-20,trx,TRON,8,defi,0.02731544229360318,0,7056383739.285192,922268137.5461788,0.728652821162
2022-01-20,usdc,USDC,6,stablecoin,0.0021155512458605388,0,46058070986.19169,2869056854.6754127,-0.0314215952069
2022-01-20,usdt,Tether,3,stablecoin,0.0023912541477641496,0,78380618748.3185,44980654361.77104,0.0625814576167
2022-01-20,xrp,XRP,4,defi,0.03458951157067864,0,35361191998.402435,2106991082.2831688,0.793722860722
2022-01-21,bnb,BNB,5,centralized_exchange,0.0346217022974028,0,74494921473.01782,1653634388.745571,0.792909391917
2022-01-21,btc,Bitcoin,1,defi,0.023050231110192096,0,774235809673.4731,20930163211.171124,1
2022-01-21,doge,Dogecoin,9,defi,0.037964340418672304,0,20710594131.613968,749567507.6226405,0.634201118366
2022-01-21,eth,Ethereum,2,defi,0.030435274755652234,0,360580494818.73,13389582889.566511,0.844127300619
2022-01-21,sol,Solana,7,defi,0.04249527382643398,0,40727678847.05303,1371674053.2248025,0.912195070292
2022-01-21,trx,TRON,8,defi,0.027191752648207286,0,6915067657.468345,834153783.2455728,0.737054859577
2022-01-21,usdc,USDC,6,stablecoin,0.002125519125621373,0,46428142403.76347,2906617999.588744,-0.0200123035606
2022-01-21,usdt,Tether,3,stablecoin,0.002398459326992182,0,78282598756.5387,46245235378.69177,0.0713108297602
2022-01-21,xrp,XRP,4,defi,0.031715834335964206,0,34534739952.51737,2012483751.9288025,0.762644596549
2022-01-22,bnb,BNB,5,centralized_exchange,0.04223478975885012,0,64653946477.53362,3089461134.141803,0.868826256431
2022-01-22,btc,Bitcoin,1,defi,0.02970514894776539,0,692855029162.9379,38296960033.31628,1
2022-01-22,doge,Dogecoin,9,defi,0.04087025697666494,0,18923128291.17786,1306756194.3590274,0.694857515232
2022-01-22,eth,Ethereum,2,defi,0.04123831341315249,0,306644499897.7337,29314647992.59684,0.909061642943
2022-01-22,sol,Solana,7,defi,0.048551985605337876,0,35070043876.86985,3853056390.3720913,0.924833127354
2022-01-22,trx,TRON,8,defi,0.03298029911924318,0,6222070889.684478,1296246342.3287237,0.829795530503
2022-01-22,usdc,USDC,6,stablecoin,0.0021839996147368914,0,42732777581.513245,7650735375.720771,-0.160454888132
2022-01-22,usdt,Tether,3,stablecoin,0.002396890629311213,0,78144826788.17023,79895239034.54547,0.0914972267516
2022-01-22,xrp,XRP,4,defi,0.0375528797146125,0,30525594005.19316,3571190454.459163,0.842899093204
2022-01-23,bnb,BNB,5,centralized_exchange,0.04276463737400575,0,60116625363.670944,3590172456.288106,0.876277954772
2022-01-23,btc,Bitcoin,1,defi,0.02837621283436157,0,666220701468.4846,35517336417.257744,1
2022-01-23,doge,Dogecoin,9,defi,0.04032379526134437,0,17699687754.98912,1895282614.3690813,0.673939920991
2022-01-23,eth,Ethereum,2,defi,0.04126583447776567,0,286799916366.57184,28250265353.79612,0.913573594663
2022-01-23,sol,Solana,7,defi,0.05357742382307578,0,29665575896.047955,4095835932.6350746,0.861858460855
2022-01-23,trx,TRON,8,defi,0.03310118131759275,0,5777973700.279718,1708233827.6315029,0.812694083062
2022-01-23,usdc,USDC,6,stablecoin,0.002177345218351055,0,43399887532.39705,6265741021.305612,-0.22981835194
2022-01-23,usdt,Tether,3,stablecoin,0.002453845364875946,0,78448336904.83098,85185402829.27399,0.00629896541193
2022-01-23,xrp,XRP,4,defi,0.03721451336085009,0,28567576973.56528,4042933250.326968,0.83477109719
2022-01-24,bnb,BNB,5,centralized_exchange,0.04518417271306927,0,64459934780.33848,2242215151.69818,0.888346723141
2022-01-24,btc,Bitcoin,1,defi,0.02941470566768173,0,687575973800.0704,22865032968.608204,1
2022-01-24,doge,Dogecoin,9,defi,0.04196669440120565,0,18771666642.58346,1305187981.3694725,0.699299397095
2022-01-24,eth,Ethereum,2,defi,0.0432353094732222,0,302626363351.5348,17123741957.54585,0.922000299731
2022-01-24,sol,Solana,7,defi,0.055242886177114287,0,31290905178.53205,2611991894.5389414,0.870569380631
2022-01-24,trx,TRON,8,defi,0.03330509338941365,0,5856262052.587541,1097511853.0599306,0.815029217595
2022-01-24,usdc,USDC,6,stablecoin,0.0021633162760327836,0,47960656737.772736,3872529537.617286,-0.190495254874
2022-01-24,usdt,Tether,3,stablecoin,0.0024962210107863127,0,78310182894.22586,56471809484.07798,-0.0449347563511
2022-01-24,xrp,XRP,4,defi,0.036702014782922496,0,30045394326.18592,2380836270.455122,0.930775120145
2022-01-25,bnb,BNB,5,centralized_exchange,0.04508059189334332,0,62631584015.912094,2644012029.563425,0.867236661337
2022-01-25,btc,Bitcoin,1,defi,0.029719154599373382,0,696465421899.37,36385158448.60688,1
2022-01-25,doge,Dogecoin,9,defi,0.04163584603415383,0,18317867949.094635,1427948963.9205914,0.680409136383
2022-01-25,eth,Ethereum,2,defi,0.043029246525325256,0,292022326101.0083,28735520619.97796,0.899037680643
2022-01-25,sol,Solana,7,defi,0.05583963321150883,0,28909954628.237045,4359827042.558423,0.81862313652
2022-01-25,trx,TRON,8,defi,0.033443557545951054,0,5645316393.034499,1438543625.9074678,0.777599508026
2022-01-25,usdc,USDC,6,stablecoin,0.002261071135331154,0,48227447406.20239,6241425208.056431,-0.223824737212
2022-01-25,usdt,Tether,3,stablecoin,0.002654376586660921,0,78669518055.59192,80137055338.21915,0.0178790839043
2022-01-25,xrp,XRP,4,defi,0.0363668915415988,0,29396856512.62248,3185161141.2267537,0.916550765053
2022-01-26,bnb,BNB,5,centralized_exchange,0.04583096937083096,0,64635129351.40751,1926309749.8088808,0.867314394926
2022-01-26,btc,Bitcoin,1,defi,0.029756651669698497,0,700571452648.8236,46168918584.85349,1
2022-01-26,doge,Dogecoin,9,defi,0.04275123525259355,0,19074976247.49937,1529788138.778339,0.68452767312
2022-01-26,eth,Ethereum,2,defi,0.04323355457745856,0,293702336549.67474,16139625164.237488,0.901089235509
2022-01-26,sol,Solana,7,defi,0.056136807995213533,0,30084800205.77909,2614011846.196276,0.818444046583
2022-01-26,trx,TRON,8,defi,0.033714471617089604,0,5705623103.24,976424489.3589356,0.779248081634
2022-01-26,usdc,USDC,6,stablecoin,0.0022830987783166354,0,48751308899.79404,3684597729.361645,-0.20705923885
2022-01-26,usdt,Tether,3,stablecoin,0.0027463875492717903,0,78269272661.22821,53644306754.64893,-0.0134550354279
2022-01-26,xrp,XRP,4,defi,0.0365698669580244,0,29620625747.01232,2500106156.591868,0.918549653601
2022-01-27,bnb,BNB,5,centralized_exchange,0.04515055525547816,0,63597418218.23682,1801411194.2241275,0.868763505921
2022-01-27,btc,Bitcoin,1,defi,0.02974078107434095,0,700165819656.2855,26756873749.744743,1
2022-01-27,doge,Dogecoin,9,defi,0.042790821908533505,0,19186152852.94685,1192737503.9925354,0.687295549099
2022-01-27,eth,Ethereum,2,defi,0.04333914689131655,0,295723346868.75024,21415081805.12725,0.90085242879
2022-01-27,sol,Solana,7,defi,0.0560873526653061,0,29243771848.310368,2847753595.488201,0.816144737007
2022-01-27,trx,TRON,8,defi,0.03383917684789369,0,5761545714.16578,877213707.1853669,0.778946669696
2022-01-27,usdc,USDC,6,stablecoin,0.0023122472884453396,0,49162186989.71518,4649230636.587648,-0.211414414567
2022-01-27,usdt,Tether,3,stablecoin,0.002735695658387067,0,78752828371.71567,60759985595.43315,-0.00783587052161
2022-01-27,xrp,XRP,4,defi,0.036526035007665304,0,29801890236.89736,3242791082.7998934,0.918505732766
2022-01-28,bnb,BNB,5,centralized_exchange,0.04552959345643581,0,65799279877.53618,1784274033.2060268,0.875604259836
2022-01-28,btc,Bitcoin,1,defi,0.02835358375813717,0,702311456032.8538,22057410457.280827,1
2022-01-28,doge,Dogecoin,9,defi,0.04101390715692397,0,18831268316.39366,683501521.3672915,0.645611607769
2022-01-28,eth,Ethereum,2,defi,0.04256273015420846,0,287829476402.6202,16482912982.01206,0.890330166533
2022-01-28,sol,Solana,7,defi,0.05453157967310935,0,28179557560.867977,2421524797.0656857,0.795295194476
2022-01-28,trx,TRON,8,defi,0.03331051054056284,0,5759903695.113467,691996760.1973212,0.772970937193
2022-01-28,usdc,USDC,6,stablecoin,0.0023335839350643157,0,49593244049.71856,3156576036.9535046,-0.204053750146
2022-01-28,usdt,Tether,3,stablecoin,0.0029043588083873316,0,78718773465.92612,50779345547.06622,0.0320440353287
2022-01-28,xrp,XRP,4,defi,0.034425528808242005,0,29129366194.81477,2752172909.832315,0.892997831313
2022-01-29,bnb,BNB,5,centralized_exchange,0.045144869471855656,0,64930462385.454254,1325803443.8496091,0.862578655568
2022-01-29,btc,Bitcoin,1,defi,0.0284678185692165,0,717026944842.8334,19214103304.052933,1
2022-01-29,doge,Dogecoin,9,defi,0.0405896338715021,0,18841560675.62572,428035000.8408156,0.636704955049
2022-01-29,eth,Ethereum,2,defi,0.04413155703215661,0,304305302571.33734,14326314172.126575,0.883819471263
2022-01-29,sol,Solana,7,defi,0.054984153221800704,0,28786945733.92828,1882874786.6910908,0.799425835588
2022-01-29,trx,TRON,8,defi,0.033726821018656525,0,5879664638.751628,536887589.4674878,0.783896148803
2022-01-29,usdc,USDC,6,stablecoin,0.0021543994991028445,0,49629722995.59269,4968832312.489813,-0.193845899054
2022-01-29,usdt,Tether,3,stablecoin,0.003049019070733732,0,78249351192.82198,45928958736.3354,-0.00516321739063
2022-01-29,xrp,XRP,4,defi,0.03393519540697693,0,29287821638.57769,2625552677.813721,0.89239867571
2022-01-30,bnb,BNB,5,centralized_exchange,0.04515813972262839,0,65455197964.94471,1077437029.4609516,0.863859432348
2022-01-30,btc,Bitcoin,1,defi,0.028359468805425534,0,722829009646.1814,14178650231.62196,1
2022-01-30,doge,Dogecoin,9,defi,0.04042504631189592,0,19007291975.28437,427276092.3162218,0.633481524203
2022-01-30,eth,Ethereum,2,defi,0.0441611347194614,0,310059710546.2545,10742621684.922014,0.883193637225
2022-01-30,sol,Solana,7,defi,0.05630825369982063,0,30216232718.87756,1478946858.3603432,0.796752378239
2022-01-30,trx,TRON,8,defi,0.03495589244425527,0,6152246986.780828,602442935.2960805,0.773343994187
2022-01-30,usdc,USDC,6,stablecoin,0.0021896298890097736,0,49822470987.56192,2766918900.389439,-0.141724068072
2022-01-30,usdt,Tether,3,stablecoin,0.0030532855770242723,0,78366901630.80772,34858716523.786575,0.0117947721875
2022-01-30,xrp,XRP,4,defi,0.03347259367153567,0,29445353884.42251,2292738751.3174086,0.891728117651
2022-01-31,bnb,BNB,5,centralized_exchange,0.04532280086911559,0,63620799335.23713,809713293.9460264,0.862209984371
2022-01-31,btc,Bitcoin,1,defi,0.028274173570873407,0,719570142321.8397,11807185113.633108,1
2022-01-31,doge,Dogecoin,9,defi,0.04060546906275477,0,18537341641.041515,324442351.9997678,0.63245890889
2022-01-31,eth,Ethereum,2,defi,0.04423368054784735,0,311602914058.7504,8937393969.826124,0.88580964811
2022-01-31,sol,Solana,7,defi,0.0563242501389605,0,29427732656.729218,941974724.429482,0.800471341446
2022-01-31,trx,TRON,8,defi,0.03486947502541847,0,6001497325.805464,464344478.78235584,0.767664883259
2022-01-31,usdc,USDC,6,stablecoin,0.002173152460779339,0,49794511800.5668,1916993299.428805,-0.162253990651
2022-01-31,usdt,Tether,3,stablecoin,0.0030181180267654663,0,78198382292.98561,30309259657.79789,-0.00177072718522
2022-01-31,xrp,XRP,4,defi,0.03355047706481286,0,28850613224.01237,2120800271.1205068,0.892037107523
2022-02-01,bnb,BNB,5,centralized_exchange,0.04461075340037702,0,63111084940.62619,1183978070.3226876,0.852423954913
2022-02-01,btc,Bitcoin,1,defi,0.02764553298620136,0,727905398095.9747,17731563487.283978,1
2022-02-01,doge,Dogecoin,9,defi,0.040593858105911346,0,18798749873.748257,624140938.9893059,0.633921080558
2022-02-01,eth,Ethereum,2,defi,0.044375305820985485,0,320354563857.1168,13818587053.759966,0.888615819458
2022-02-01,sol,Solana,7,defi,0.05714827769328622,0,31354693276.844906,1715569710.5342922,0.789587963548
2022-02-01,trx,TRON,8,defi,0.03457502879077987,0,6004039263.75785,688555578.4878492,0.763515823521
2022-02-01,usdc,USDC,6,stablecoin,0.002001256791064458,0,49918615203.60159,2506777481.463378,-0.284710620192
2022-02-01,usdt,Tether,3,stablecoin,0.0027208085065895432,0,78062781790.12593,37880065303.479805,-0.129260058818
2022-02-01,xrp,XRP,4,defi,0.033666299259734314,0,29553290453.17287,2593396517.119972,0.890622008825
2022-02-02,bnb,BNB,5,centralized_exchange,0.045035053562243695,0,64988396077.18928,1147831730.5095165,0.856049460027
2022-02-02,btc,Bitcoin,1,defi,0.027767278993508903,0,736102274236.6057,17109120250.158989,1
2022-02-02,doge,Dogecoin,9,defi,0.04058664793325007,0,18951322311.742207,450425344.70429057,0.636955562921
2022-02-02,eth,Ethereum,2,defi,0.04510505226826779,0,334032944115.64844,13176431108.286674,0.891500534551
2022-02-02,sol,Solana,7,defi,0.06101329840079705,0,34784263657.23243,3097993266.654722,0.769604313967
2022-02-02,trx,TRON,8,defi,0.034659534210711815,0,6109212878.220522,623934825.2238204,0.771780117146
2022-02-02,usdc,USDC,6,stablecoin,0.0018140814518568817,0,50255165741.575584,2904502354.3556867,-0.323006048158
2022-02-02,usdt,Tether,3,stablecoin,0.002552555656517047,0,78016936424.95024,36738926224.11053,-0.143212222722
2022-02-02,xrp,XRP,4,defi,0.0337867332018509,0,30084907427.35353,2553543909.3620844,0.89860331927
2022-02-03,bnb,BNB,5,centralized_exchange,0.04537594724970384,0,61845292783.10847,944360828.9735808,0.856056521536
2022-02-03,btc,Bitcoin,1,defi,0.02873112170869545,0,700645616423.8325,16709908527.231106,1
2022-02-03,doge,Dogecoin,9,defi,0.04086087725248139,0,18236982942.11795,521231759.3834936,0.643004865001
2022-02-03,eth,Ethereum,2,defi,0.04539128700436146,0,321296521004.9529,13860391591.281128,0.884983786754
2022-02-03,sol,Solana,7,defi,0.062008894699986536,0,31975373921.89307,2979450302.616579,0.77768478174
2022-02-03,trx,TRON,8,defi,0.03471801370734244,0,5992321151.965238,634696100.7559065,0.760930955445
2022-02-03,usdc,USDC,6,stablecoin,0.0018122701122426394,0,50530744243.18998,2854275600.838543,-0.315209666298
2022-02-03,usdt,Tether,3,stablecoin,0.0025526264598781704,0,78038075903.61313,38064751930.15537,-0.144967974962
2022-02-03,xrp,XRP,4,defi,0.03415584467730828,0,28766534259.75716,2495342755.8027205,0.899663787191
2022-02-04,bnb,BNB,5,centralized_exchange,0.04550650442139069,0,62279822866.07972,932845622.3237836,0.857588698813
2022-02-04,btc,Bitcoin,1,defi,0.028774360919953265,0,703003347951.7092,16136299994.837618,1
2022-02-04,doge,Dogecoin,9,defi,0.04088751010956514,0,18289818473.36266,494523648.2954732,0.643611636036
2022-02-04,eth,Ethereum,2,defi,0.045267904819907674,0,317503695895.34064,21844552552.403343,0.889464786337
2022-02-04,sol,Solana,7,defi,0.06202417916389872,0,31833368519.65008,2283972523.6144795,0.778056150489
2022-02-04,trx,TRON,8,defi,0.035005033154897176,0,6076043898.351555,740284805.4844991,0.761092053635
2022-02-04,usdc,USDC,6,stablecoin,0.001809264868962379,0,50891956574.40201,2568893790.984157,-0.313095134191
2022-02-04,usdt,Tether,3,stablecoin,0.0025177465840436767,0,78064010105.8155,36776101831.00063,-0.155682647295
2022-02-04,xrp,XRP,4,defi,0.0343788535102512,0,29161275665.801453,2386661276.5350885,0.899744189863
2022-02-05,bnb,BNB,5,centralized_exchange,0.046946002695017516,0,67023578508.59132,1434080864.2679703,0.831273607468
2022-02-05,btc,Bitcoin,1,defi,0.0354046920404844,0,777355085535.6107,25347215343.882504,1
2022-02-05,doge,Dogecoin,9,defi,0.04237035420790709,0,19456319030.165108,595399581.4768311,0.66544050846
2022-02-05,eth,Ethereum,2,defi,0.04971211772362281,0,354558118293.0548,18766789788.28106,0.899777958214
2022-02-05,sol,Solana,7,defi,0.06506440502192085,0,35127905584.898895,2844877285.5932903,0.780766940607
2022-02-05,trx,TRON,8,defi,0.036934750318724424,0,6556308005.237055,855003322.8095155,0.786314642941
2022-02-05,usdc,USDC,6,stablecoin,0.0024282505671995424,0,51126955862.93852,5139680089.308496,0.267755986587
2022-02-05,usdt,Tether,3,stablecoin,0.0025050066985031227,0,78063205577.46619,50685760562.36626,0.138918810274
2022-02-05,xrp,XRP,4,defi,0.03639527166463395,0,31113642593.887524,2909130867.7860937,0.892875472528
2022-02-06,bnb,BNB,5,centralized_exchange,0.047558400988291595,0,69907252285.91177,1707243779.5271208,0.819106982669
2022-02-06,btc,Bitcoin,1,defi,0.03537381126406704,0,786295053042.2418,16752051696.248552,1
2022-02-06,doge,Dogecoin,9,defi,0.042359351200382124,0,19551164887.492306,617489172.7566446,0.667476260833
2022-02-06,eth,Ethereum,2,defi,0.049342827798049715,0,361600442694.43896,13036212065.007109,0.900642717082
2022-02-06,sol,Solana,7,defi,0.06511360595558446,0,36087037718.41055,2104149883.5664315,0.776859911447
2022-02-06,trx,TRON,8,defi,0.03696784473018043,0,6628911341.675292,747173745.436152,0.785282578733
2022-02-06,usdc,USDC,6,stablecoin,0.003354142230637502,0,51125781968.731285,5548983440.373372,0.201867787158
2022-02-06,usdt,Tether,3,stablecoin,0.00265446442105665,0,78062854577.88782,43588245322.142845,0.130757130397
2022-02-06,xrp,XRP,4,defi,0.03654980795768491,0,32145115972.23587,2530469004.389346,0.891197321559
2022-02-07,bnb,BNB,5,centralized_exchange,0.04660254638146639,0,70526761117.54468,1145278303.1898243,0.810719538375
2022-02-07,btc,Bitcoin,1,defi,0.03488066761614415,0,804942041477.0581,13206494654.908049,1
2022-02-07,doge,Dogecoin,9,defi,0.04279558287983692,0,20429634386.804207,672669138.2773976,0.666098195812
2022-02-07,eth,Ethereum,2,defi,0.04807978719141212,0,366038313761.4381,9025772577.382162,0.895200241188
2022-02-07,sol,Solana,7,defi,0.06295736301031096,0,36521264719.12104,1281443040.602296,0.764214075807
2022-02-07,trx,TRON,8,defi,0.03643054855069809,0,6761651568.786258,562814468.8815484,0.778923840399
2022-02-07,usdc,USDC,6,stablecoin,0.0033918189132061422,0,51171401396.28452,1985801225.21681,0.243450482666
2022-02-07,usdt,Tether,3,stablecoin,0.0026484620556773263,0,78163472783.75064,33266025688.037,0.146576554337
2022-02-07,xrp,XRP,4,defi,0.036759784859425784,0,32810995566.6311,1777811138.8311546,0.896058966365
2022-02-08,bnb,BNB,5,centralized_exchange,0.04647061784969279,0,73021174370.41232,1484506914.0559337,0.828230104075
2022-02-08,btc,Bitcoin,1,defi,0.03537484008328805,0,833392518214.8341,24171856714.47576,1
2022-02-08,doge,Dogecoin,9,defi,0.04457473318160251,0,22036370847.36431,1551929088.0378842,0.68377020175
2022-02-08,eth,Ethereum,2,defi,0.048016031262021586,0,376351043607.997,14427983727.88122,0.905162358064
2022-02-08,sol,Solana,7,defi,0.06253497534652853,0,37305112916.66873,2230152722.515911,0.768691321965
2022-02-08,trx,TRON,8,defi,0.036238784711027115,0,7009644993.84351,777010353.2529938,0.808530186812
2022-02-08,usdc,USDC,6,stablecoin,0.0033831718713460564,0,51376105825.93998,2417278989.100506,0.22137882249
2022-02-08,usdt,Tether,3,stablecoin,0.0025229862830360287,0,78096593702.1292,54365206254.77577,0.170388658396
2022-02-08,xrp,XRP,4,defi,0.05104793430330637,0,39506496107.51002,4986719034.923662,0.755194589034
2022-02-09,bnb,BNB,5,centralized_exchange,0.04752350969493547,0,68941548308.23026,1901135964.2019,0.804098943485
2022-02-09,btc,Bitcoin,1,defi,0.035384279438639955,0,837406846076.2306,29024977264.932137,1
2022-02-09,doge,Dogecoin,9,defi,0.04537051058026157,0,21049874031.33365,1056982570.1236207,0.667290914064
2022-02-09,eth,Ethereum,2,defi,0.04792157265161451,0,374043919421.316,16856365272.811356,0.905757377803
2022-02-09,sol,Solana,7,defi,0.06274188005931912,0,36125330680.249535,2354525277.711969,0.764074059347
2022-02-09,trx,TRON,8,defi,0.03625249703411728,0,6945429753.846851,1016045839.1554358,0.806611130631
2022-02-09,usdc,USDC,6,stablecoin,0.003393494429190572,0,51617308589.74185,3464132547.0166607,0.222758789689
2022-02-09,usdt,Tether,3,stablecoin,0.00250337270795178,0,78040221424.51448,60947743992.19939,0.171266750599
2022-02-09,xrp,XRP,4,defi,0.052055423547001066,0,42130847575.61262,6887902807.173895,0.744921940829
2022-02-10,bnb,BNB,5,centralized_exchange,0.0475591409843823,0,71003391605.57011,1364378147.3167737,0.804127538536
2022-02-10,btc,Bitcoin,1,defi,0.035386259207244766,0,841339973338.8694,19780565063.098923,1
2022-02-10,doge,Dogecoin,9,defi,0.044338113565409766,0,21149063223.42696,833738752.4035298,0.68097726947
2022-02-10,eth,Ethereum,2,defi,0.048168448115227636,0,387321193246.79065,14005361496.44425,0.90213488265
2022-02-10,sol,Solana,7,defi,0.06254199813482315,0,36294064610.28194,1634212051.3702943,0.766191521428
2022-02-10,trx,TRON,8,defi,0.03566497197320117,0,7118701902.260894,991860356.7666832,0.819570938536
2022-02-10,usdc,USDC,6,stablecoin,0.003393969899450637,0,51900324270.23098,2663217566.5964127,0.223010613671
2022-02-10,usdt,Tether,3,stablecoin,0.0024866732879000137,0,78012911279.40565,46432189640.58866,0.17313487962
2022-02-10,xrp,XRP,4,defi,0.05186532786084694,0,42196654317.52713,4535621390.0793,0.74644143885
2022-02-11,bnb,BNB,5,centralized_exchange,0.04475806641053043,0,69943257673.95715,1618182595.828822,0.822441142987
2022-02-11,btc,Bitcoin,1,defi,0.03535492266582425,0,826942197610.3904,27877618433.98099,1
2022-02-11,doge,Dogecoin,9,defi,0.04344844772871141,0,20203130340.15188,849270506.6727037,0.684951162134
2022-02-11,eth,Ethereum,2,defi,0.048159795139409586,0,368377710139.7799,18990367974.117947,0.901304462398
2022-02-11,sol,Solana,7,defi,0.06327060116531164,0,33826915836.727123,1963719800.2645693,0.764414034347
2022-02-11,trx,TRON,8,defi,0.035664368593206215,0,7007982198.877834,1006521204.669796,0.819386112718
2022-02-11,usdc,USDC,6,stablecoin,0.0033914886074296624,0,52054797409.33422,3578383570.3928065,0.225567561624
2022-02-11,usdt,Tether,3,stablecoin,0.0024847459291198986,0,78515301961.99727,59989477769.37027,0.175618297312
2022-02-11,xrp,XRP,4,defi,0.05243100282597302,0,40079653442.91532,3983078310.331958,0.744145166008
2022-02-12,bnb,BNB,5,centralized_exchange,0.043967887873691935,0,67387149413.09772,1177766624.5480516,0.822311931157
2022-02-12,btc,Bitcoin,1,defi,0.03533290453431556,0,803706779791.898,23279080009.72499,1
2022-02-12,doge,Dogecoin,9,defi,0.04320645347644923,0,19250932075.40593,670550572.2866048,0.684417632786
2022-02-12,eth,Ethereum,2,defi,0.04829320904950711,0,350133590835.08734,16560032290.708168,0.90094350057
2022-02-12,sol,Solana,7,defi,0.06297984536818889,0,30597070580.09104,1738208639.1534996,0.764735128078
2022-02-12,trx,TRON,8,defi,0.03683141740841352,0,6524742459.230458,1133001966.988374,0.807995743027
2022-02-12,usdc,USDC,6,stablecoin,0.003393273757616563,0,52250598201.75346,3418826867.5976834,0.226095593806
2022-02-12,usdt,Tether,3,stablecoin,0.0024837502591935085,0,78510632875.05116,51966812957.19449,0.166387728495
