variable,vif
driver_sec_event_indicator_lag0_x_grp_defi,1.0054720216405857
driver_sec_event_indicator_lag0_x_grp_stablecoin,1.0057537510188514
log_market_cap,355.72765956699953
log_total_volume,327.25224331982963
control_btc_corr_30d,4.571679016037231
